Year,Sem,College,Dept,Num,Section,Instructor,Course Name,Course Level,Total # Students,# Responses,Response Rate,Hrs Per Week,Interest in student learning,Clearly explain course requirements,Clear learning objectives & goals,Instructor provides feedback to students to improve,Demonstrate importance of subject matter,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
2024,Spring, Carnegie Mellon University,CMU,99353,B3,"KNOPF, JAMES",LASER CUTTING,Undergraduate,13,5,38.5,3.8,4.6,3.2,4,4,4.8,3.8,4.8,3.8,4.2
2024,Spring, Carnegie Mellon University,CMU,99353,A3,"KNOPF, JAMES",LASER CUTTING,Undergraduate,13,4,30.8,2,4.25,3,3.25,3.5,4.25,2.75,3.75,2.75,3.25
2024,Spring, Carnegie Mellon University,CMU,99355,A3,"ZACHARIAS, ROBERT",INTRO TO ARDUINO,Undergraduate,6,2,33.3,5,5,5,5,5,5,5,5,5,5
2024,Spring, Carnegie Mellon University,CMU,99355,B3,"ZACHARIAS, ROBERT",INTRO TO ARDUINO,Undergraduate,11,6,54.5,5.5,5,5,5,4.67,5,5,5,5,5
2024,Spring, Carnegie Mellon University,CMU,99357,A4,"DYAR, HUGH",IDEATE: PHOTOGRAPHY,Undergraduate,5,1,20,8,4,4,5,5,5,5,4,4,4
2024,Spring, Carnegie Mellon University,CMU,99357,A3,"DYAR, HUGH",IDEATE: PHOTOGRAPHY,Undergraduate,4,3,75,3,5,5,5,5,5,5,5,5,5
2024,Spring, Carnegie Mellon University,CMU,99358,B3,"DYAR, HUGH",IDEATE UNITY3D INTRO,Undergraduate,13,5,38.5,5,4.8,4.2,5,4.2,5,4.6,5,4.6,4.8
2024,Spring, Carnegie Mellon University,CMU,99358,A3,"DYAR, HUGH",IDEATE UNITY3D INTRO,Undergraduate,12,6,50,5,4.67,4.17,4.17,4.67,4.67,4,5,4.17,4.33
2024,Spring, Carnegie Mellon University,CMU,99359,B3,"PATTON, JAYLA",IDEATE: 3D MOD/PRINT,Undergraduate,11,5,45.5,4.4,5,5,5,5,5,5,5,5,5
2024,Spring, Carnegie Mellon University,CMU,99359,A3,"PATTON, JAYLA",IDEATE: 3D MOD/PRINT,Undergraduate,9,5,55.6,7.6,4.8,4.6,4.4,5,4.4,4.2,5,4.4,4.8
2024,Spring, Carnegie Mellon University,CMU,99361,A,"CARVALHO, PAULO",IDEATE PORTAL,Undergraduate,9,4,44.4,5.75,4.25,3.5,4.5,3.5,4,4,4,4,4
2024,Spring, Carnegie Mellon University,CMU,99361,B,"GOMEZ, NESTOR",IDEATE PORTAL,Undergraduate,11,5,45.5,6.2,4.4,4.2,4.2,4.2,4.4,4.2,4.8,4.6,4.4
2024,Spring, Carnegie Mellon University,CMU,99362,A,"BARBUTO, NINA MARIE",IDEATE INT LRNG SPCS,Undergraduate,8,2,25,6.5,4.5,2.5,3,2.5,3,3,5,3,2.5
2024,Spring, Carnegie Mellon University,CMU,99408,W3,"USOVA, TATIANA",GET CAREER READY,Undergraduate,14,4,28.6,2,4,3.75,4.25,3.25,4.25,3.5,4.25,3.5,3.25
2024,Spring, Mellon College of Science,CMY,09101,14,"PETEANU, LINDA",INTRO EXPERMNTL CHEM,Undergraduate,26,15,57.7,6.2,4.07,4.27,4.33,4.07,4.13,4.33,4.6,4.2,3.8
2024,Spring, Mellon College of Science,CMY,09101,B3,"PETEANU, LINDA",INTRO EXPERMNTL CHEM,Undergraduate,14,5,35.7,8,3.8,4,3.6,3.6,4,3.8,5,3.6,3.6
2024,Spring, Mellon College of Science,CMY,09101,13,"PETEANU, LINDA",INTRO EXPERMNTL CHEM,Undergraduate,36,8,22.2,9.13,3.38,4,3.88,3.29,3.71,3,4.71,3.29,3.14
2024,Spring, Mellon College of Science,CMY,09101,24,"MAKSOUD, MAHMOUD",INTRO EXPERMNTL CHEM,Undergraduate,6,6,100,6.5,4.6,4.4,4.6,4.4,4.6,4.4,5,4.4,4.4
2024,Spring, Mellon College of Science,CMY,09105,1,"VUOCOLO, LEONARD",INTRO MOD CHEMSTRY I,Undergraduate,127,69,54.3,7.62,4.01,3.97,3.82,3.81,3.97,3.9,4.44,3.76,3.63
2024,Spring, Mellon College of Science,CMY,09106,W,"MURSHID, NIMER",MODERN CHEMISTRY II,Undergraduate,14,12,85.7,9.5,4.67,4.75,4.58,4.58,4.5,4.5,4.58,4.42,4.5
2024,Spring, Mellon College of Science,CMY,09106,1,"YARON, DAVID",MODERN CHEMISTRY II,Undergraduate,86,41,47.7,8,4.1,3.98,4,3.71,4.1,3.68,4.44,3.76,3.88
2024,Spring, Mellon College of Science,CMY,09111,W,"MURSHID, NIMER",CHEM BLDG BLOCKS,Undergraduate,16,11,68.8,6.64,5,5,5,5,5,5,5,5,5
2024,Spring, Mellon College of Science,CMY,09116,A3,"PETEANU, LINDA",RESEARCH SHADOWING,Undergraduate,7,5,71.4,5,4.8,4.6,5,4.8,4.6,4.6,5,4.8,4.6
2024,Spring, Mellon College of Science,CMY,09122,1,"FAULKNER, SIMON",MLCR TLS BLG CMY STD,Undergraduate,6,5,83.3,5,4.6,4.2,4.6,4,4.6,4.6,4.6,4,4
2024,Spring, Mellon College of Science,CMY,09208,1,"BOTCHA, NIHARIKA KRISHN",TECHNIQUES FOR ORGAN,Undergraduate,57,57,100,12.91,3.68,3.33,3.58,3.26,3.58,3.63,4.21,3.44,3.21
2024,Spring, Mellon College of Science,CMY,09218,W,"FAULKNER, SIMON",ORGANIC CHEMISTRY II,Undergraduate,19,11,57.9,9.36,4.64,4.6,4.45,4.45,4.36,4.18,4.36,4.18,4.09
2024,Spring, Mellon College of Science,CMY,09218,1,"SILVA, GLORIA",ORGANIC CHEMISTRY II,Undergraduate,67,31,46.3,9.45,4.16,4.42,4.4,4,4.3,4.3,4.52,4.3,4.23
2024,Spring, Mellon College of Science,CMY,09220,1,"ARMITAGE, BRUCE",MODRN ORGANIC CMY II,Undergraduate,24,8,33.3,8,5,4.88,4.75,4.75,4.88,4.88,5,4.88,4.88
2024,Spring, Mellon College of Science,CMY,09220,1,"NOONAN, KEVIN",MODRN ORGANIC CMY II,Undergraduate,24,8,33.3,8,5,4.88,4.88,4.75,4.88,4.75,5,4.88,4.88
2024,Spring, Mellon College of Science,CMY,09221,1,"VUOCOLO, LEONARD",LAB I: INTR CHMY ANL,Undergraduate,53,24,45.3,18.63,3.54,2.96,3,2.54,3.5,3.25,3.96,3.25,2.54
2024,Spring, Mellon College of Science,CMY,09222,1,"BOTCHA, NIHARIKA KRISHN",LAB II:ORGNC SYN ANL,Undergraduate,22,20,90.9,13.9,3.9,3.9,4.05,3.85,3.95,4.1,4.5,3.8,3.9
2024,Spring, Mellon College of Science,CMY,09322,1,"GUO, YISONG",LAB IV:MOLE SPC DSGN,Undergraduate,23,9,39.1,11.33,4.56,4.33,4.44,4.11,4.33,4.22,5,4.22,4.11
2024,Spring, Mellon College of Science,CMY,09322,1,"KOWALEWSKI, TOMASZ",LAB IV:MOLE SPC DSGN,Undergraduate,23,9,39.1,12,4.11,3.22,3.67,3.44,4.33,3.89,4.67,3.78,3.67
2024,Spring, Mellon College of Science,CMY,09331,1,"MCDONOUGH, CARRIE",MODRN ANALYTCL INSTR,Undergraduate,28,15,53.6,8.2,3.07,2.8,2.87,3.13,3.07,2.53,3.93,2.73,2.67
2024,Spring, Mellon College of Science,CMY,09345,1,"KIM, HYUNG",PHYSCL CHEM THERMO,Undergraduate,24,12,50,8.75,4.5,4.33,4.33,4.33,4.08,4.58,4.75,4.42,4.17
2024,Spring, Mellon College of Science,CMY,09348,1,"BERNHARD, STEFAN",INORGANIC CHEMISTRY,Undergraduate,38,19,50,6.89,3.68,3.47,3.37,3.37,3.63,3.26,4,3.42,3.47
2024,Spring, Mellon College of Science,CMY,09502,A,"MATYJASZEWSKI, KRZYSZTOF",ORGNC CHEM POLYMERS,Undergraduate,3,2,66.7,12.5,4.5,4,4.5,4,4.5,4,4,4,4
2024,Spring, Mellon College of Science,CMY,09510,A,"COLLINS, TERRENCE",CMSTY & SUSTAIN,Undergraduate,36,26,72.2,5.12,4.65,4.23,4.52,4.28,4.8,4.62,4.65,4.27,4.35
2024,Spring, Mellon College of Science,CMY,09519,A,"KIETRYS, ANNA",BIOORGANIC CHEMISTRY,Undergraduate,2,1,50,5,5,5,5,5,5,5,5,5,5
2024,Spring, Mellon College of Science,CMY,09529,A,"JIN, RONGCHAO",INTRO SUS ENERGY SCI,Undergraduate,6,2,33.3,6.5,5,4,4.5,4.5,5,4,5,4.5,4.5
2024,Spring, Mellon College of Science,CMY,09616,A,"ISAYEV, OLEXANDR",NN & DEEP LRN IN SCI,Graduate,14,5,35.7,8.6,4.8,4.8,4.6,4.6,4.8,4.8,5,4.8,4.8
2024,Spring, Mellon College of Science,CMY,09621,A3,"DAS, SUBHA",FUTURE LAB,Graduate,8,7,87.5,6.29,3.86,3,3.14,3.14,3.43,3.14,4,3.14,2.86
2024,Spring, Mellon College of Science,CMY,09623,A4,"DAS, SUBHA",DNA SESSIONS,Graduate,3,3,100,8,4.67,4,4,4.33,4.33,4,5,4.33,4.33
2024,Spring, Mellon College of Science,CMY,09710,A,"COLLINS, TERRENCE",CMSTY & SUSTAIN,Graduate,7,5,71.4,4.4,4.4,4.6,4.2,3.4,4.8,4.6,4.8,3.8,4.2
2024,Spring, Mellon College of Science,CMY,09714,A,"SILVA, GLORIA",ADV ORGANIC CHEMSTRY,Graduate,11,6,54.5,14.33,4,3.67,4,3.67,4,3.5,4.67,3.67,3.17
2024,Spring, Mellon College of Science,CMY,09719,A,"KIETRYS, ANNA",BIOORGANIC CHEMISTRY,Graduate,5,4,80,7.25,5,5,5,5,5,4.75,5,5,5
2024,Spring, Mellon College of Science,CMY,09724,A,"SULLIVAN, RYAN",ENVIRONMNTL CHEMSTRY,Graduate,9,6,66.7,12.5,4.67,4.5,4.67,4.5,4.83,4.5,4.67,4.83,4.33
2024,Spring, Mellon College of Science,CMY,09729,A,"JIN, RONGCHAO",INTRO SUS ENERGY SCI,Graduate,4,4,100,6.5,5,4.25,4.75,4.25,5,4.5,5,4.75,5
2024,Spring, Mellon College of Science,CMY,09737,A,"LY, DANITH",MEDCNL CMY DRG DEVLP,Graduate,11,5,45.5,5.6,4.8,4.2,4.8,3.8,4.6,4.6,5,4.4,4.6
2024,Spring, Mellon College of Science,CMY,09741,A,"MATYJASZEWSKI, KRZYSZTOF",ORGNC CHEM POLYMERS,Graduate,3,2,66.7,12.5,5,5,4.5,5,5,5,5,5,4.5
2024,Spring, Mellon College of Science,CMY,09763,A,"KURNIKOVA, MARIA",COMP CMY,Graduate,8,5,62.5,9.2,4.6,4,4.4,4.4,4.6,4.4,4.8,4.2,4.2
2024,Spring, Mellon College of Science,CMY,09912,A,"ARMITAGE, BRUCE",CURRENT RESRCH CHEM,Graduate,37,17,45.9,12.06,4.71,4.65,4.81,4.75,4.88,4.71,4.76,4.71,4.71
2024,Spring, School of Computer Science,CS,15110,2,"XHAKAJ, Franceska",PRINCPLS OF COMPUTNG,Undergraduate,65,30,46.2,9.6,4.5,4.5,4.57,4.33,4.5,4.4,4.63,4.57,4.4
2024,Spring, School of Computer Science,CS,15110,W,"REIS, GISELLE",PRINCPLS OF COMPUTNG,Undergraduate,12,10,83.3,8.9,4.7,4.5,4.6,4.4,4.1,4.4,4.8,4.7,4.4
2024,Spring, School of Computer Science,CS,15110,1,"RIVERS, KELLY",PRINCPLS OF COMPUTNG,Undergraduate,132,60,45.5,8.85,4.58,4.75,4.76,4.46,4.59,4.58,4.76,4.63,4.53
2024,Spring, School of Computer Science,CS,15112,W,"GEDAWY, HEND",FNDMTLS OF PGMG & CS,Undergraduate,22,14,63.6,13.15,4.77,4.31,4.58,4.38,4.54,4.23,4.85,4.46,4.38
2024,Spring, School of Computer Science,CS,15112,1,"KOSBIE, DAVID",FNDMTLS OF PGMG & CS,Undergraduate,169,96,56.8,12.12,3.86,3.8,3.96,3.61,4.04,3.88,3.49,3.77,3.92
2024,Spring, School of Computer Science,CS,15112,2,"KOSBIE, DAVID",FNDMTLS OF PGMG & CS,Undergraduate,193,88,45.6,13.38,4.65,4.56,4.58,4.38,4.72,4.39,4,4.46,4.6
2024,Spring, School of Computer Science,CS,15112,1,"TAYLOR, MICHAEL",FNDMTLS OF PGMG & CS,Undergraduate,169,96,56.8,12.24,4.47,4.5,4.52,4.13,4.41,4.29,4.51,4.3,4.44
2024,Spring, School of Computer Science,CS,15112,2,"TAYLOR, MICHAEL",FNDMTLS OF PGMG & CS,Undergraduate,193,88,45.6,13.61,4.63,4.57,4.53,4.36,4.54,4.39,4.54,4.47,4.57
2024,Spring, School of Computer Science,CS,15112,W,"RILEY, RYAN",FNDMTLS OF PGMG & CS,Undergraduate,22,14,63.6,13.21,4.79,4.77,4.77,4.31,4.62,4.69,4.92,4.85,4.38
2024,Spring, School of Computer Science,CS,15122,1,"CERVESATO, ILIANO",PRIN IMPRTV COMPTATN,Undergraduate,207,109,52.7,15.76,3.16,3.55,3.52,2.88,3.63,3.5,2.94,3.22,3.28
2024,Spring, School of Computer Science,CS,15122,2,"CERVESATO, ILIANO",PRIN IMPRTV COMPTATN,Undergraduate,249,138,55.4,15.48,3.04,3.33,3.24,3.03,3.27,3.25,2.96,3.1,3.33
2024,Spring, School of Computer Science,CS,15122,1,"KOHLBRENNER, Anne",PRIN IMPRTV COMPTATN,Undergraduate,207,109,52.7,15.46,4.03,4.09,4.09,3.85,3.99,4.04,4.12,4.04,3.85
2024,Spring, School of Computer Science,CS,15122,2,"KOHLBRENNER, Anne",PRIN IMPRTV COMPTATN,Undergraduate,249,138,55.4,15.05,4.4,4.37,4.39,4.12,4.42,4.4,4.51,4.43,4.07
2024,Spring, School of Computer Science,CS,15122,W,"HAMMOUD, MOHAMMAD",PRIN IMPRTV COMPTATN,Undergraduate,38,25,65.8,13,4.48,4.56,4.44,4.12,4.71,4.2,4.8,4.32,4.04
2024,Spring, School of Computer Science,CS,15150,2,"KAYNAR, ZELIHA DILSUN",PRIN FNCTIONL PRGMMG,Undergraduate,140,59,42.1,11.88,4.25,4.05,4.14,3.84,4.16,4.03,4.52,3.98,4.38
2024,Spring, School of Computer Science,CS,15150,1,"KAYNAR, ZELIHA DILSUN",PRIN FNCTIONL PRGMMG,Undergraduate,214,91,42.5,11.54,4.24,4.17,4.14,4,3.93,4.16,4.49,4.05,4.13
2024,Spring, School of Computer Science,CS,15151,1,"PENG, YANG",MATH FOUNDATIONS CS,Undergraduate,51,23,45.1,11.14,4.36,3.59,3.45,3.82,3.86,3.45,4.59,3.59,3.77
2024,Spring, School of Computer Science,CS,15195,A,"SLEATOR, DANNY",COMPTN PGMG I,Undergraduate,9,5,55.6,4.4,5,5,5,5,5,5,5,5,5
2024,Spring, School of Computer Science,CS,15210,1,"SLEATOR, DANNY",PRL SEQ DATA STR ALG,Undergraduate,222,65,29.3,12.98,3.52,3.38,3.31,3.2,3.41,3.11,3.57,3.05,3.38
2024,Spring, School of Computer Science,CS,15210,1,"ACAR, UMUT",PRL SEQ DATA STR ALG,Undergraduate,222,65,29.3,12.95,3.97,3.86,3.79,3.52,3.95,3.68,4.19,3.68,3.62
2024,Spring, School of Computer Science,CS,15210,W,"OFLAZER, KEMAL",PRL SEQ DATA STR ALG,Undergraduate,27,14,51.9,15.57,3.85,3.92,4.08,3.77,3.85,3.62,4,3.77,3.38
2024,Spring, School of Computer Science,CS,15213,1,"RAILING, BRIAN",INTR CMPUTER SYSTEMS,Undergraduate,199,77,38.7,14.72,4.29,4.34,4.32,4.23,4.37,4.28,4.32,4.22,4.32
2024,Spring, School of Computer Science,CS,15213,1,"BECKMANN, NATHAN",INTR CMPUTER SYSTEMS,Undergraduate,199,77,38.7,14.82,4.26,4.44,4.41,4.34,4.46,4.32,4.59,4.34,4.38
2024,Spring, School of Computer Science,CS,15213,1,"ANDERSEN, DAVID",INTR CMPUTER SYSTEMS,Undergraduate,199,77,38.7,14.77,4.57,4.57,4.51,4.45,4.71,4.52,4.73,4.61,4.33
2024,Spring, School of Computer Science,CS,15251,1,"SAAD, FERAS",GRT IDEAS THERTCL CS,Undergraduate,214,102,47.7,14.28,4.45,4.51,4.57,4.36,4.47,4.44,4.59,4.39,4.56
2024,Spring, School of Computer Science,CS,15251,1,"ADA, ANIL",GRT IDEAS THERTCL CS,Undergraduate,214,102,47.7,14.31,4.84,4.77,4.84,4.73,4.84,4.84,4.78,4.87,4.68
2024,Spring, School of Computer Science,CS,15251,2,"KAPOUTSIS, CHRISTOS",GRT IDEAS THERTCL CS,Undergraduate,30,27,90,14.96,4.78,4.74,4.7,4.19,4.63,4.89,4.85,4.89,4.59
2024,Spring, School of Computer Science,CS,15259,F,"WANG, WEINA",PROBABILITY & COMPTG,Undergraduate,14,1,7.1,2,5,5,5,5,5,5,5,5,5
2024,Spring, School of Computer Science,CS,15259,1,"WANG, WEINA",PROBABILITY & COMPTG,Undergraduate,79,28,35.4,11.39,4.79,4.82,4.79,4.57,4.61,4.57,4.96,4.71,4.79
2024,Spring, School of Computer Science,CS,15259,1,"HARCHOL-BALTER, MOR",PROBABILITY & COMPTG,Undergraduate,79,28,35.4,11.39,4.96,4.93,4.96,4.82,4.89,4.96,4.89,4.93,4.79
2024,Spring, School of Computer Science,CS,15259,F,"HARCHOL-BALTER, MOR",PROBABILITY & COMPTG,Undergraduate,14,1,7.1,2,5,5,5,5,5,5,5,5,5
2024,Spring, School of Computer Science,CS,15281,1,"SHAH, NIHAR",AI RPRSNTN & PRB SLV,Undergraduate,105,38,36.2,11.05,4.08,3.97,3.86,3.7,4.16,3.73,4.35,3.76,3.55
2024,Spring, School of Computer Science,CS,15281,1,"SANDHOLM, TUOMAS",AI RPRSNTN & PRB SLV,Undergraduate,105,38,36.2,11.14,3.8,3.67,3.83,3.77,4.03,3.64,4.22,3.69,3.57
2024,Spring, School of Computer Science,CS,15288,W,"DI CARO, GIANNI",ML IN NUTSHELL,Undergraduate,20,12,60,10,4.58,3.92,4.33,3.83,4.58,4.25,4.75,4.25,4.08
2024,Spring, School of Computer Science,CS,15294,A3,"TOURETZKY, DAVID",RAPID PROTYP TEC,Undergraduate,30,13,43.3,8,3.15,3.77,3.77,3.15,3.62,3.46,3.69,3.15,3.54
2024,Spring, School of Computer Science,CS,15295,A,"SLEATOR, DANNY",COMPTN PGMG II,Undergraduate,9,4,44.4,2.75,5,5,5,5,5,5,5,5,5
2024,Spring, School of Computer Science,CS,15311,A,"HEULE, MARIJN",LOGIC & MECH REASNIN,Undergraduate,47,24,51.1,9.25,4.21,4.13,3.92,3.92,4.13,3.96,4.33,4,4
2024,Spring, School of Computer Science,CS,15311,A,"AVIGAD, JEREMY",LOGIC & MECH REASNIN,Undergraduate,47,24,51.1,9.25,4.58,4.38,4.25,4.33,4.33,4.25,4.58,4.42,4.17
2024,Spring, School of Computer Science,CS,15312,1,"BALZER, STEPHANIE",FNDTNS PROGRMG LANG,Undergraduate,19,9,47.4,12.67,4.89,4.89,4.56,4.78,4.56,4.78,5,4.78,4.67
2024,Spring, School of Computer Science,CS,15314,A,"BROOKES, STEPHEN",PRG LNG SEMANTICS,Undergraduate,4,2,50,8,5,5,5,5,5,5,5,5,5
2024,Spring, School of Computer Science,CS,15316,W,"RILEY, RYAN",SFTWR FNDTN SEC PRIV,Undergraduate,12,9,75,8.33,4.78,4.89,4.78,4.56,4.78,4.89,5,4.89,4.78
2024,Spring, School of Computer Science,CS,15319,A,"SAKR, MAJD",CLOUD COMPUTING,Undergraduate,45,15,33.3,16.67,4.6,4.73,4.73,4.4,4.6,4.73,4.47,4.67,4.67
2024,Spring, School of Computer Science,CS,15319,B,"SAKR, MAJD",CLOUD COMPUTING,Undergraduate,38,19,50,20.05,4.28,4.58,4.53,4.21,4.58,4.37,4.63,4.26,4.53
2024,Spring, School of Computer Science,CS,15319,A,"GOLDSTEIN, SETH",CLOUD COMPUTING,Undergraduate,45,15,33.3,16.62,4.46,4.62,4.62,4.46,4.62,4.62,4.54,4.54,4.62
2024,Spring, School of Computer Science,CS,15319,B,"GOLDSTEIN, SETH",CLOUD COMPUTING,Undergraduate,38,19,50,20.37,4.37,4.63,4.47,4.32,4.53,4.42,4.68,4.32,4.58
2024,Spring, School of Computer Science,CS,15322,A,"CORTINA, THOMAS",INTRO COMPUTER MUSIC,Undergraduate,73,31,42.5,8.48,4.61,4.52,4.47,4.07,4.3,4.23,4.63,4.3,4.1
2024,Spring, School of Computer Science,CS,15322,A,"DONAHUE, CHRIS",INTRO COMPUTER MUSIC,Undergraduate,73,31,42.5,8.48,4.65,4.45,4.48,4,4.42,4.19,4.71,4.26,4.1
2024,Spring, School of Computer Science,CS,15330,A,"WAHBY, RIAD",INTROD COMPTR SECRTY,Undergraduate,62,21,33.9,11.62,4.52,4.29,4.33,4.14,4.71,4.14,4.67,4.38,4.1
2024,Spring, School of Computer Science,CS,15330,A,"BRUMLEY, DAVID",INTROD COMPTR SECRTY,Undergraduate,62,21,33.9,11.62,4.33,4.14,4.29,4.05,4.48,4.33,4,4.24,4.14
2024,Spring, School of Computer Science,CS,15351,A,"DEBLASIO, DAN",ALGO ADV DATA STRUCT,Undergraduate,47,17,36.2,7.6,3.87,3.67,3.73,3.8,3.93,3.67,4.07,3.6,3.47
2024,Spring, School of Computer Science,CS,15351,A,"MOHIMANI, HOSEIN",ALGO ADV DATA STRUCT,Undergraduate,47,17,36.2,7.65,3.63,3.59,3.65,3.5,3.41,3.56,3.94,3.63,3.29
2024,Spring, School of Computer Science,CS,15355,A,"SUTNER, KLAUS",MDRN COMPUTR ALGEBRA,Undergraduate,5,4,80,5,5,4.67,5,5,5,5,5,5,5
2024,Spring, School of Computer Science,CS,15356,W,"KAPOUTSIS, CHRISTOS",INTRO CRYPTOGRAPHY,Undergraduate,5,5,100,9.2,5,5,5,5,5,5,5,5,5
2024,Spring, School of Computer Science,CS,15386,A,"LEE, TAI-SING",NEURAL COMPUTATION,Undergraduate,48,19,39.6,10.42,3.79,2.89,2.89,3.05,3.63,3,3.95,2.84,2.79
2024,Spring, School of Computer Science,CS,15394,A4,"TOURETZKY, DAVID",INTERMD RAPID PROTYP,Undergraduate,12,4,33.3,5,4,4.25,4.5,4.25,4.25,4,3.75,3.75,3.75
2024,Spring, School of Computer Science,CS,15410,A,"ECKHARDT, DAVID",OP SYS DESIGN & IMPL,Undergraduate,26,18,69.2,26.17,4.39,3.89,4.56,3.22,4.44,4.17,3.78,4.06,4.06
2024,Spring, School of Computer Science,CS,15411,1,"HOFFMANN, JAN",COMPILER DESIGN,Undergraduate,67,31,46.3,21.74,4.42,4.55,4.6,4.1,4.72,4.37,4.77,4.33,4.47
2024,Spring, School of Computer Science,CS,15414,A,"MARTINS, RUBEN",BUG CATCHING,Undergraduate,75,27,36,9.48,4.81,4.74,4.67,4.67,4.41,4.37,4.81,4.44,4.37
2024,Spring, School of Computer Science,CS,15417,A,"CRARY, KARL",HOT COMPILATION,Undergraduate,17,10,58.8,9.2,3.6,4.1,3.9,2.6,3.6,3.6,3.1,3.6,3.6
2024,Spring, School of Computer Science,CS,15418,A,"RAILING, BRIAN",PRLL COMP ARC & PGMG,Undergraduate,73,25,34.2,14.96,4.16,3.84,3.92,3.2,4.36,3.96,4,3.68,3.64
2024,Spring, School of Computer Science,CS,15418,A,"MOWRY, TODD",PRLL COMP ARC & PGMG,Undergraduate,73,25,34.2,14.96,4.28,3.84,3.88,3.32,4.36,4.24,3.84,3.8,3.68
2024,Spring, School of Computer Science,CS,15440,1,"SATYANARAYANAN, MAHADEV",DISTRIBUTED SYSTEMS,Undergraduate,78,20,25.6,17.9,4.45,4.45,4.55,4.45,4.65,4.7,4.75,4.45,4.25
2024,Spring, School of Computer Science,CS,15440,1,"VINAYAK, RASHMI KORLAKAI",DISTRIBUTED SYSTEMS,Undergraduate,78,20,25.6,17.55,4.4,4.35,4.53,4.1,4.4,4.55,4.65,4.4,4.15
2024,Spring, School of Computer Science,CS,15440,1,"PILLAI, BABU",DISTRIBUTED SYSTEMS,Undergraduate,78,20,25.6,17.75,4.45,4.32,4.35,4.2,4.45,4.45,4.65,4.3,4.15
2024,Spring, School of Computer Science,CS,15441,W,"HARRAS, KHALED",COMPUTER NETWORKS,Undergraduate,6,5,83.3,16.6,5,5,5,4.8,5,5,5,5,4.8
2024,Spring, School of Computer Science,CS,15442,A,"JIA, ZHIHAO",ML SYSTEMS,Undergraduate,4,3,75,9,5,5,5,4.67,5,5,5,5,5
2024,Spring, School of Computer Science,CS,15442,A,"CHEN, TIANQI",ML SYSTEMS,Undergraduate,4,3,75,9,5,5,5,4.67,5,5,5,5,5
2024,Spring, School of Computer Science,CS,15445,A,"PATEL, JIGNESH",DATABASE SYSTEMS,Undergraduate,75,23,30.7,13.96,4.87,4.57,4.68,4.73,4.82,4.65,4.91,4.61,4.39
2024,Spring, School of Computer Science,CS,15451,1,"ANDERSON, DANIEL",ALGORITHM DES & ANLS,Undergraduate,167,67,40.1,14.28,4.21,4.3,4.35,4.09,4.27,4.49,4.11,4.39,4.01
2024,Spring, School of Computer Science,CS,15451,1,"WOODRUFF, DAVID",ALGORITHM DES & ANLS,Undergraduate,167,67,40.1,14.08,4.2,4.11,4.15,3.92,4.05,4.17,4.23,4.11,4.08
2024,Spring, School of Computer Science,CS,15455,A,"SUTNER, KLAUS",UG COMPLEX THEORY,Undergraduate,30,12,40,10.75,4.55,4.27,4.55,3.91,4.55,4.25,4.36,4.42,4.42
2024,Spring, School of Computer Science,CS,15458,A,"CRANE, KEENAN",DISCRT DIFF GEOMETR,Undergraduate,7,2,28.6,14,5,5,4.5,4,5,5,5,5,5
2024,Spring, School of Computer Science,CS,15462,A,"POLLARD, NANCY",COMPUTER GRAPHICS,Undergraduate,26,10,38.5,14.1,3.9,3.9,3.9,3.1,4.7,3.6,4.3,3.6,3.9
2024,Spring, School of Computer Science,CS,15468,1,"GKIOULEKAS, IOANNIS",PHYSICS-BASED REN,Undergraduate,5,3,60,15,4.67,4.67,5,4.33,4.67,4.67,5,4.67,4.67
2024,Spring, School of Computer Science,CS,15472,A,"MCCANN, JAMES",REAL-TIME GRAPHICS,Undergraduate,10,4,40,21.5,4.5,3.75,3.75,4.25,5,3.5,5,4,4
2024,Spring, School of Computer Science,CS,15494,1,"TOURETZKY, DAVID",COGNITIVE ROBOTICS,Undergraduate,24,11,45.8,9.36,3.82,3.82,3.82,3.55,4.18,3.91,3.36,3.55,3.73
2024,Spring, School of Computer Science,CS,15513,A,"RAILING, BRIAN",INTRO COMPUTER SYSTM,Undergraduate,27,13,48.1,17.36,4.45,4.55,4.55,4.64,4.55,4.55,4.73,4.55,4.73
2024,Spring, School of Computer Science,CS,15513,A,"BECKMANN, NATHAN",INTRO COMPUTER SYSTM,Undergraduate,27,13,48.1,16.58,4.58,4.42,4.55,4.64,4.45,4.55,4.73,4.64,4.73
2024,Spring, School of Computer Science,CS,15513,A,"ANDERSEN, DAVID",INTRO COMPUTER SYSTM,Undergraduate,27,13,48.1,16.62,4.54,4.62,4.62,4.77,4.69,4.69,4.85,4.62,4.69
2024,Spring, School of Computer Science,CS,15605,A,"ECKHARDT, DAVID",OPRG SYS DSG IMPLMN,Graduate,13,7,53.8,24.29,4.43,4,4.43,3.71,4.43,4.14,4.29,3.71,4.57
2024,Spring, School of Computer Science,CS,15611,1,"HOFFMANN, JAN",COMPILER DESIGN,Graduate,23,15,65.2,25.13,4.6,4.6,4.67,4.33,4.6,4.53,5,4.53,4.8
2024,Spring, School of Computer Science,CS,15614,A,"MARTINS, RUBEN",BUG CATCHING,Graduate,8,4,50,8.75,5,5,4.75,5,4.75,4.5,5,4.75,4.5
